vocabulary size: 137
n tunes: 23638
n train tunes: 18902.0
n validation tunes: 4736.0
10548/29534 (epoch 35.714) train_loss=1.22130632 time/batch=0.44s
10549/29534 (epoch 35.718) train_loss=1.20032430 time/batch=0.33s
10550/29534 (epoch 35.721) train_loss=1.25296617 time/batch=0.38s
10551/29534 (epoch 35.724) train_loss=1.22666550 time/batch=0.44s
10552/29534 (epoch 35.728) train_loss=1.28035128 time/batch=0.39s
10553/29534 (epoch 35.731) train_loss=1.27984333 time/batch=0.59s
10554/29534 (epoch 35.735) train_loss=1.29113030 time/batch=0.45s
10555/29534 (epoch 35.738) train_loss=1.21881580 time/batch=0.39s
10556/29534 (epoch 35.741) train_loss=1.28220868 time/batch=0.43s
10557/29534 (epoch 35.745) train_loss=1.15267777 time/batch=0.32s
10558/29534 (epoch 35.748) train_loss=1.14542222 time/batch=0.35s
10559/29534 (epoch 35.752) train_loss=1.25741208 time/batch=0.45s
10560/29534 (epoch 35.755) train_loss=1.21355152 time/batch=0.32s
10561/29534 (epoch 35.758) train_loss=1.19583201 time/batch=0.35s
10562/29534 (epoch 35.762) train_loss=1.28102112 time/batch=0.49s
10563/29534 (epoch 35.765) train_loss=1.24560654 time/batch=0.35s
10564/29534 (epoch 35.768) train_loss=1.21837425 time/batch=0.31s
10565/29534 (epoch 35.772) train_loss=1.29911983 time/batch=0.62s
10566/29534 (epoch 35.775) train_loss=1.23015940 time/batch=0.39s
10567/29534 (epoch 35.779) train_loss=1.24360538 time/batch=0.50s
10568/29534 (epoch 35.782) train_loss=1.20541584 time/batch=0.33s
10569/29534 (epoch 35.785) train_loss=1.14953613 time/batch=0.36s
10570/29534 (epoch 35.789) train_loss=1.15510046 time/batch=0.44s
10571/29534 (epoch 35.792) train_loss=1.22565258 time/batch=0.41s
10572/29534 (epoch 35.796) train_loss=1.24985051 time/batch=0.42s
10573/29534 (epoch 35.799) train_loss=1.14091742 time/batch=0.33s
10574/29534 (epoch 35.802) train_loss=1.13731527 time/batch=0.44s
10575/29534 (epoch 35.806) train_loss=1.20464909 time/batch=0.35s
10576/29534 (epoch 35.809) train_loss=1.18002820 time/batch=0.43s
10577/29534 (epoch 35.813) train_loss=1.23799968 time/batch=0.34s
10578/29534 (epoch 35.816) train_loss=1.26638699 time/batch=0.47s
10579/29534 (epoch 35.819) train_loss=1.17521167 time/batch=0.34s
10580/29534 (epoch 35.823) train_loss=1.25683141 time/batch=0.64s
10581/29534 (epoch 35.826) train_loss=1.19710827 time/batch=0.42s
10582/29534 (epoch 35.829) train_loss=1.28578162 time/batch=0.42s
10583/29534 (epoch 35.833) train_loss=1.26495337 time/batch=0.49s
10584/29534 (epoch 35.836) train_loss=1.12587214 time/batch=0.35s
10585/29534 (epoch 35.840) train_loss=1.28900909 time/batch=0.63s
10586/29534 (epoch 35.843) train_loss=1.17197061 time/batch=0.42s
10587/29534 (epoch 35.846) train_loss=1.23994517 time/batch=0.41s
10588/29534 (epoch 35.850) train_loss=1.22699881 time/batch=0.33s
10589/29534 (epoch 35.853) train_loss=1.26709676 time/batch=0.46s
10590/29534 (epoch 35.857) train_loss=1.27652740 time/batch=0.44s
10591/29534 (epoch 35.860) train_loss=1.18942392 time/batch=0.36s
10592/29534 (epoch 35.863) train_loss=1.24002707 time/batch=0.44s
10593/29534 (epoch 35.867) train_loss=1.17009413 time/batch=0.33s
10594/29534 (epoch 35.870) train_loss=1.25889015 time/batch=0.44s
10595/29534 (epoch 35.873) train_loss=1.18269551 time/batch=0.42s
10596/29534 (epoch 35.877) train_loss=1.27191639 time/batch=0.46s
10597/29534 (epoch 35.880) train_loss=1.20567966 time/batch=0.33s
10598/29534 (epoch 35.884) train_loss=1.20720589 time/batch=0.33s
10599/29534 (epoch 35.887) train_loss=1.28198385 time/batch=0.45s
10600/29534 (epoch 35.890) train_loss=1.15167809 time/batch=0.34s
10601/29534 (epoch 35.894) train_loss=1.25956297 time/batch=0.34s
10602/29534 (epoch 35.897) train_loss=1.31591761 time/batch=0.62s
10603/29534 (epoch 35.901) train_loss=1.18890178 time/batch=0.34s
10604/29534 (epoch 35.904) train_loss=1.18270826 time/batch=0.32s
10605/29534 (epoch 35.907) train_loss=1.19910610 time/batch=0.32s
10606/29534 (epoch 35.911) train_loss=1.19788551 time/batch=0.42s
10607/29534 (epoch 35.914) train_loss=1.24284697 time/batch=0.37s
10608/29534 (epoch 35.917) train_loss=1.23846126 time/batch=0.45s
10609/29534 (epoch 35.921) train_loss=1.23659718 time/batch=0.42s
10610/29534 (epoch 35.924) train_loss=1.24295461 time/batch=0.36s
10611/29534 (epoch 35.928) train_loss=1.18654537 time/batch=0.33s
10612/29534 (epoch 35.931) train_loss=1.22969282 time/batch=0.37s
10613/29534 (epoch 35.934) train_loss=1.20227993 time/batch=0.42s
10614/29534 (epoch 35.938) train_loss=1.17790604 time/batch=0.43s
10615/29534 (epoch 35.941) train_loss=1.25112557 time/batch=0.36s
10616/29534 (epoch 35.945) train_loss=1.15278733 time/batch=0.37s
10617/29534 (epoch 35.948) train_loss=1.26059020 time/batch=0.45s
10618/29534 (epoch 35.951) train_loss=1.17233622 time/batch=0.33s
10619/29534 (epoch 35.955) train_loss=1.22752476 time/batch=0.42s
10620/29534 (epoch 35.958) train_loss=1.18810940 time/batch=0.42s
setting learning rate to 0.0025330
10621/29534 (epoch 35.961) train_loss=1.41498113 time/batch=0.78s
10622/29534 (epoch 35.965) train_loss=1.15100288 time/batch=0.32s
10623/29534 (epoch 35.968) train_loss=1.35786796 time/batch=0.62s
10624/29534 (epoch 35.972) train_loss=1.22510087 time/batch=0.46s
10625/29534 (epoch 35.975) train_loss=1.44474840 time/batch=1.47s
10626/29534 (epoch 35.978) train_loss=1.36106551 time/batch=0.94s
10627/29534 (epoch 35.982) train_loss=1.38739312 time/batch=0.98s
10628/29534 (epoch 35.985) train_loss=1.55390024 time/batch=5.27s
10629/29534 (epoch 35.989) train_loss=1.32809579 time/batch=0.88s
10630/29534 (epoch 35.992) train_loss=1.39060664 time/batch=0.76s
10631/29534 (epoch 35.995) train_loss=1.50414157 time/batch=0.20s
10632/29534 (epoch 35.999) train_loss=1.32111919 time/batch=0.59s
10633/29534 (epoch 36.002) train_loss=1.26053488 time/batch=0.46s
10634/29534 (epoch 36.006) train_loss=1.47358084 time/batch=1.88s
10635/29534 (epoch 36.009) train_loss=1.39731026 time/batch=1.02s
10636/29534 (epoch 36.012) train_loss=1.37605238 time/batch=1.22s
10637/29534 (epoch 36.016) train_loss=1.44443309 time/batch=1.59s
10638/29534 (epoch 36.019) train_loss=1.36945772 time/batch=0.22s
10639/29534 (epoch 36.022) train_loss=1.33413815 time/batch=0.67s
10640/29534 (epoch 36.026) train_loss=1.41845751 time/batch=0.69s
10641/29534 (epoch 36.029) train_loss=1.25827599 time/batch=0.62s
10642/29534 (epoch 36.033) train_loss=1.26926625 time/batch=0.29s
10643/29534 (epoch 36.036) train_loss=1.27962112 time/batch=0.55s
10644/29534 (epoch 36.039) train_loss=1.37855601 time/batch=0.59s
10645/29534 (epoch 36.043) train_loss=1.37618959 time/batch=1.11s
10646/29534 (epoch 36.046) train_loss=1.33488512 time/batch=0.90s
10647/29534 (epoch 36.050) train_loss=1.28388309 time/batch=0.56s
10648/29534 (epoch 36.053) train_loss=1.35597718 time/batch=0.91s
10649/29534 (epoch 36.056) train_loss=1.29552531 time/batch=0.56s
10650/29534 (epoch 36.060) train_loss=1.23522139 time/batch=0.29s
10651/29534 (epoch 36.063) train_loss=1.45872307 time/batch=1.24s
10652/29534 (epoch 36.066) train_loss=1.42018449 time/batch=0.78s
10653/29534 (epoch 36.070) train_loss=1.22340322 time/batch=0.37s
10654/29534 (epoch 36.073) train_loss=1.20623469 time/batch=0.31s
10655/29534 (epoch 36.077) train_loss=1.40432847 time/batch=0.68s
10656/29534 (epoch 36.080) train_loss=1.28289378 time/batch=0.40s
10657/29534 (epoch 36.083) train_loss=1.29393268 time/batch=0.55s
10658/29534 (epoch 36.087) train_loss=1.25910830 time/batch=0.55s
10659/29534 (epoch 36.090) train_loss=1.26829171 time/batch=0.27s
10660/29534 (epoch 36.094) train_loss=1.32574296 time/batch=0.69s
10661/29534 (epoch 36.097) train_loss=1.29496264 time/batch=0.62s
10662/29534 (epoch 36.100) train_loss=1.18566930 time/batch=0.31s
10663/29534 (epoch 36.104) train_loss=1.34983313 time/batch=0.74s
10664/29534 (epoch 36.107) train_loss=1.45406246 time/batch=1.05s
10665/29534 (epoch 36.110) train_loss=1.25172746 time/batch=0.47s
10666/29534 (epoch 36.114) train_loss=1.22157216 time/batch=0.37s
10667/29534 (epoch 36.117) train_loss=1.35892439 time/batch=0.56s
10668/29534 (epoch 36.121) train_loss=1.44550538 time/batch=0.18s
10669/29534 (epoch 36.124) train_loss=1.31993866 time/batch=0.58s
10670/29534 (epoch 36.127) train_loss=1.27269328 time/batch=0.40s
10671/29534 (epoch 36.131) train_loss=1.33765221 time/batch=0.70s
10672/29534 (epoch 36.134) train_loss=1.17843366 time/batch=0.34s
10673/29534 (epoch 36.138) train_loss=1.17221797 time/batch=0.36s
10674/29534 (epoch 36.141) train_loss=1.39566827 time/batch=1.00s
10675/29534 (epoch 36.144) train_loss=1.16172457 time/batch=0.34s
10676/29534 (epoch 36.148) train_loss=1.32600379 time/batch=0.40s
10677/29534 (epoch 36.151) train_loss=1.29280865 time/batch=0.51s
10678/29534 (epoch 36.154) train_loss=1.25097823 time/batch=0.33s
10679/29534 (epoch 36.158) train_loss=1.19923067 time/batch=0.32s
10680/29534 (epoch 36.161) train_loss=1.26174259 time/batch=0.58s
10681/29534 (epoch 36.165) train_loss=1.45742655 time/batch=1.27s
10682/29534 (epoch 36.168) train_loss=1.25833678 time/batch=0.58s
10683/29534 (epoch 36.171) train_loss=1.38289833 time/batch=0.73s
10684/29534 (epoch 36.175) train_loss=1.22254670 time/batch=0.36s
10685/29534 (epoch 36.178) train_loss=1.24316800 time/batch=0.27s
10686/29534 (epoch 36.182) train_loss=1.24082828 time/batch=0.46s
10687/29534 (epoch 36.185) train_loss=1.23108673 time/batch=0.48s
10688/29534 (epoch 36.188) train_loss=1.19307494 time/batch=0.30s
10689/29534 (epoch 36.192) train_loss=1.29732037 time/batch=0.66s
10690/29534 (epoch 36.195) train_loss=1.27730155 time/batch=0.59s
10691/29534 (epoch 36.198) train_loss=1.27924347 time/batch=0.39s
10692/29534 (epoch 36.202) train_loss=1.22099614 time/batch=0.41s
10693/29534 (epoch 36.205) train_loss=1.42282522 time/batch=0.78s
10694/29534 (epoch 36.209) train_loss=1.36679125 time/batch=0.22s
10695/29534 (epoch 36.212) train_loss=1.17264605 time/batch=0.43s
10696/29534 (epoch 36.215) train_loss=1.24356246 time/batch=0.30s
10697/29534 (epoch 36.219) train_loss=1.21830392 time/batch=0.37s
10698/29534 (epoch 36.222) train_loss=1.18267405 time/batch=0.30s
10699/29534 (epoch 36.226) train_loss=1.27168036 time/batch=0.27s
10700/29534 (epoch 36.229) train_loss=1.27376533 time/batch=0.43s
10701/29534 (epoch 36.232) train_loss=1.27412558 time/batch=0.25s
10702/29534 (epoch 36.236) train_loss=1.34963012 time/batch=0.72s
10703/29534 (epoch 36.239) train_loss=1.28694212 time/batch=0.59s
10704/29534 (epoch 36.243) train_loss=1.34033155 time/batch=0.27s
10705/29534 (epoch 36.246) train_loss=1.35976934 time/batch=0.82s
10706/29534 (epoch 36.249) train_loss=1.35840464 time/batch=0.80s
10707/29534 (epoch 36.253) train_loss=1.36820483 time/batch=0.84s
10708/29534 (epoch 36.256) train_loss=1.19366610 time/batch=0.34s
10709/29534 (epoch 36.259) train_loss=1.19307184 time/batch=0.37s
10710/29534 (epoch 36.263) train_loss=1.34852934 time/batch=0.81s
10711/29534 (epoch 36.266) train_loss=1.21353316 time/batch=0.43s
10712/29534 (epoch 36.270) train_loss=1.31383634 time/batch=0.64s
10713/29534 (epoch 36.273) train_loss=1.32796252 time/batch=0.24s
10714/29534 (epoch 36.276) train_loss=1.33486748 time/batch=0.49s
10715/29534 (epoch 36.280) train_loss=1.39839244 time/batch=0.70s
10716/29534 (epoch 36.283) train_loss=1.24133325 time/batch=0.33s
10717/29534 (epoch 36.287) train_loss=1.28524470 time/batch=0.46s
10718/29534 (epoch 36.290) train_loss=1.32471800 time/batch=0.85s
10719/29534 (epoch 36.293) train_loss=1.25005746 time/batch=0.51s
10720/29534 (epoch 36.297) train_loss=1.37875211 time/batch=0.69s
10721/29534 (epoch 36.300) train_loss=1.18616223 time/batch=0.31s
10722/29534 (epoch 36.303) train_loss=1.30292439 time/batch=0.43s
10723/29534 (epoch 36.307) train_loss=1.23288584 time/batch=0.46s
10724/29534 (epoch 36.310) train_loss=1.23380387 time/batch=0.31s
10725/29534 (epoch 36.314) train_loss=1.23347282 time/batch=0.37s
10726/29534 (epoch 36.317) train_loss=1.20444334 time/batch=0.42s
10727/29534 (epoch 36.320) train_loss=1.12992978 time/batch=0.34s
10728/29534 (epoch 36.324) train_loss=1.23372424 time/batch=0.36s
10729/29534 (epoch 36.327) train_loss=1.27757585 time/batch=0.63s
10730/29534 (epoch 36.331) train_loss=1.35535264 time/batch=0.80s
10731/29534 (epoch 36.334) train_loss=1.25483036 time/batch=0.51s
10732/29534 (epoch 36.337) train_loss=1.33230913 time/batch=0.26s
10733/29534 (epoch 36.341) train_loss=1.24087632 time/batch=0.45s
10734/29534 (epoch 36.344) train_loss=1.32682645 time/batch=0.44s
10735/29534 (epoch 36.347) train_loss=1.29812884 time/batch=0.50s
10736/29534 (epoch 36.351) train_loss=1.26597905 time/batch=0.40s
10737/29534 (epoch 36.354) train_loss=1.30887139 time/batch=0.53s
10738/29534 (epoch 36.358) train_loss=1.27048624 time/batch=0.48s
10739/29534 (epoch 36.361) train_loss=1.32475793 time/batch=0.59s
10740/29534 (epoch 36.364) train_loss=1.24519277 time/batch=0.31s
10741/29534 (epoch 36.368) train_loss=1.32200539 time/batch=0.64s
10742/29534 (epoch 36.371) train_loss=1.36365986 time/batch=0.72s
10743/29534 (epoch 36.375) train_loss=1.31779671 time/batch=0.64s
10744/29534 (epoch 36.378) train_loss=1.25465262 time/batch=0.28s
10745/29534 (epoch 36.381) train_loss=1.25430441 time/batch=0.41s
10746/29534 (epoch 36.385) train_loss=1.26019442 time/batch=0.39s
10747/29534 (epoch 36.388) train_loss=1.29592907 time/batch=0.46s
10748/29534 (epoch 36.391) train_loss=1.27721322 time/batch=0.60s
10749/29534 (epoch 36.395) train_loss=1.41952324 time/batch=0.82s
10750/29534 (epoch 36.398) train_loss=1.24715519 time/batch=0.36s
10751/29534 (epoch 36.402) train_loss=1.31094527 time/batch=0.22s
10752/29534 (epoch 36.405) train_loss=1.22536612 time/batch=0.37s
10753/29534 (epoch 36.408) train_loss=1.38260961 time/batch=0.52s
10754/29534 (epoch 36.412) train_loss=1.32379353 time/batch=0.23s
10755/29534 (epoch 36.415) train_loss=1.35971570 time/batch=0.52s
10756/29534 (epoch 36.419) train_loss=1.25163817 time/batch=0.35s
10757/29534 (epoch 36.422) train_loss=1.29797363 time/batch=0.51s
10758/29534 (epoch 36.425) train_loss=1.19351685 time/batch=0.34s
10759/29534 (epoch 36.429) train_loss=1.17478085 time/batch=0.43s
10760/29534 (epoch 36.432) train_loss=1.31538308 time/batch=0.39s
10761/29534 (epoch 36.436) train_loss=1.21901536 time/batch=0.25s
10762/29534 (epoch 36.439) train_loss=1.23226786 time/batch=0.35s
10763/29534 (epoch 36.442) train_loss=1.18693495 time/batch=0.32s
10764/29534 (epoch 36.446) train_loss=1.19177675 time/batch=0.33s
10765/29534 (epoch 36.449) train_loss=1.16463387 time/batch=0.33s
10766/29534 (epoch 36.452) train_loss=1.30317497 time/batch=0.46s
10767/29534 (epoch 36.456) train_loss=1.26654148 time/batch=0.46s
10768/29534 (epoch 36.459) train_loss=1.34317064 time/batch=0.54s
10769/29534 (epoch 36.463) train_loss=1.26956224 time/batch=0.40s
10770/29534 (epoch 36.466) train_loss=1.23378706 time/batch=0.37s
10771/29534 (epoch 36.469) train_loss=1.18545556 time/batch=0.36s
10772/29534 (epoch 36.473) train_loss=1.31818652 time/batch=0.53s
10773/29534 (epoch 36.476) train_loss=1.18613863 time/batch=0.34s
10774/29534 (epoch 36.480) train_loss=1.29297614 time/batch=0.45s
10775/29534 (epoch 36.483) train_loss=1.21426809 time/batch=0.32s
10776/29534 (epoch 36.486) train_loss=1.24850130 time/batch=0.49s
10777/29534 (epoch 36.490) train_loss=1.27006125 time/batch=0.44s
10778/29534 (epoch 36.493) train_loss=1.28455877 time/batch=0.54s
10779/29534 (epoch 36.496) train_loss=1.31198764 time/batch=0.25s
10780/29534 (epoch 36.500) train_loss=1.21416211 time/batch=0.38s
10781/29534 (epoch 36.503) train_loss=1.13446689 time/batch=0.43s
10782/29534 (epoch 36.507) train_loss=1.14273691 time/batch=0.34s
10783/29534 (epoch 36.510) train_loss=1.24618936 time/batch=0.46s
10784/29534 (epoch 36.513) train_loss=1.27003014 time/batch=0.35s
10785/29534 (epoch 36.517) train_loss=1.18837142 time/batch=0.31s
10786/29534 (epoch 36.520) train_loss=1.24235463 time/batch=0.56s
10787/29534 (epoch 36.524) train_loss=1.17286575 time/batch=0.34s
10788/29534 (epoch 36.527) train_loss=1.23732066 time/batch=0.53s
10789/29534 (epoch 36.530) train_loss=1.18766570 time/batch=0.35s
10790/29534 (epoch 36.534) train_loss=1.34222603 time/batch=0.63s
10791/29534 (epoch 36.537) train_loss=1.22465968 time/batch=0.38s
10792/29534 (epoch 36.540) train_loss=1.32730103 time/batch=0.48s
10793/29534 (epoch 36.544) train_loss=1.23265123 time/batch=0.29s
10794/29534 (epoch 36.547) train_loss=1.27772701 time/batch=0.40s
10795/29534 (epoch 36.551) train_loss=1.34513259 time/batch=0.24s
10796/29534 (epoch 36.554) train_loss=1.34147537 time/batch=0.59s
10797/29534 (epoch 36.557) train_loss=1.27466750 time/batch=0.82s
10798/29534 (epoch 36.561) train_loss=1.28919744 time/batch=0.49s
10799/29534 (epoch 36.564) train_loss=1.28107822 time/batch=0.60s
10800/29534 (epoch 36.568) train_loss=1.15977240 time/batch=0.34s
10801/29534 (epoch 36.571) train_loss=1.23215091 time/batch=0.35s
10802/29534 (epoch 36.574) train_loss=1.30861437 time/batch=0.49s
10803/29534 (epoch 36.578) train_loss=1.32925463 time/batch=0.63s
10804/29534 (epoch 36.581) train_loss=1.32808292 time/batch=0.25s
10805/29534 (epoch 36.584) train_loss=1.24456835 time/batch=0.40s
10806/29534 (epoch 36.588) train_loss=1.19335151 time/batch=0.48s
10807/29534 (epoch 36.591) train_loss=1.35828853 time/batch=0.65s
10808/29534 (epoch 36.595) train_loss=1.11369789 time/batch=0.35s
10809/29534 (epoch 36.598) train_loss=1.18760657 time/batch=0.34s
10810/29534 (epoch 36.601) train_loss=1.17355800 time/batch=0.42s
10811/29534 (epoch 36.605) train_loss=1.29245067 time/batch=0.46s
10812/29534 (epoch 36.608) train_loss=1.19477344 time/batch=0.38s
10813/29534 (epoch 36.612) train_loss=1.23246062 time/batch=0.42s
10814/29534 (epoch 36.615) train_loss=1.21329641 time/batch=0.37s
10815/29534 (epoch 36.618) train_loss=1.33433068 time/batch=0.50s
10816/29534 (epoch 36.622) train_loss=1.23481333 time/batch=0.42s
10817/29534 (epoch 36.625) train_loss=1.25158978 time/batch=0.38s
10818/29534 (epoch 36.629) train_loss=1.15568089 time/batch=0.33s
10819/29534 (epoch 36.632) train_loss=1.30183971 time/batch=0.41s
10820/29534 (epoch 36.635) train_loss=1.25115490 time/batch=0.48s
10821/29534 (epoch 36.639) train_loss=1.33311963 time/batch=0.45s
10822/29534 (epoch 36.642) train_loss=1.20540631 time/batch=0.36s
10823/29534 (epoch 36.645) train_loss=1.18661511 time/batch=0.31s
10824/29534 (epoch 36.649) train_loss=1.36858582 time/batch=0.53s
10825/29534 (epoch 36.652) train_loss=1.20317459 time/batch=0.34s
10826/29534 (epoch 36.656) train_loss=1.34398437 time/batch=0.48s
10827/29534 (epoch 36.659) train_loss=1.27196038 time/batch=0.28s
10828/29534 (epoch 36.662) train_loss=1.34498155 time/batch=0.62s
10829/29534 (epoch 36.666) train_loss=1.22962165 time/batch=0.43s
10830/29534 (epoch 36.669) train_loss=1.19438207 time/batch=0.37s
10831/29534 (epoch 36.673) train_loss=1.18885684 time/batch=0.34s
10832/29534 (epoch 36.676) train_loss=1.29836035 time/batch=0.44s
10833/29534 (epoch 36.679) train_loss=1.24557400 time/batch=0.49s
10834/29534 (epoch 36.683) train_loss=1.23030210 time/batch=0.42s
10835/29534 (epoch 36.686) train_loss=1.20359182 time/batch=0.37s
10836/29534 (epoch 36.689) train_loss=1.30414343 time/batch=0.60s
10837/29534 (epoch 36.693) train_loss=1.24788880 time/batch=0.48s
10838/29534 (epoch 36.696) train_loss=1.20298386 time/batch=0.46s
10839/29534 (epoch 36.700) train_loss=1.23301363 time/batch=0.43s
10840/29534 (epoch 36.703) train_loss=1.27859199 time/batch=0.31s
10841/29534 (epoch 36.706) train_loss=1.27999830 time/batch=0.45s
10842/29534 (epoch 36.710) train_loss=1.27195597 time/batch=0.48s
10843/29534 (epoch 36.713) train_loss=1.19946885 time/batch=0.38s
10844/29534 (epoch 36.717) train_loss=1.21821022 time/batch=0.42s
10845/29534 (epoch 36.720) train_loss=1.34963453 time/batch=0.68s
10846/29534 (epoch 36.723) train_loss=1.34352803 time/batch=0.45s
10847/29534 (epoch 36.727) train_loss=1.29979181 time/batch=0.33s
10848/29534 (epoch 36.730) train_loss=1.28324103 time/batch=0.40s
10849/29534 (epoch 36.733) train_loss=1.33947253 time/batch=0.52s
10850/29534 (epoch 36.737) train_loss=1.22756112 time/batch=0.48s
10851/29534 (epoch 36.740) train_loss=1.28063440 time/batch=0.48s
10852/29534 (epoch 36.744) train_loss=1.30228758 time/batch=0.63s
10853/29534 (epoch 36.747) train_loss=1.22468638 time/batch=0.42s
10854/29534 (epoch 36.750) train_loss=1.27480388 time/batch=0.45s
10855/29534 (epoch 36.754) train_loss=1.25574398 time/batch=0.43s
10856/29534 (epoch 36.757) train_loss=1.26902151 time/batch=0.44s
10857/29534 (epoch 36.761) train_loss=1.28290963 time/batch=0.63s
10858/29534 (epoch 36.764) train_loss=1.28146851 time/batch=0.45s
10859/29534 (epoch 36.767) train_loss=1.23736334 time/batch=0.45s
10860/29534 (epoch 36.771) train_loss=1.19187057 time/batch=0.42s
10861/29534 (epoch 36.774) train_loss=1.32712317 time/batch=0.63s
10862/29534 (epoch 36.777) train_loss=1.29853225 time/batch=0.53s
10863/29534 (epoch 36.781) train_loss=1.18283057 time/batch=0.42s
10864/29534 (epoch 36.784) train_loss=1.25202370 time/batch=0.43s
10865/29534 (epoch 36.788) train_loss=1.25751722 time/batch=0.44s
10866/29534 (epoch 36.791) train_loss=1.21082211 time/batch=0.32s
10867/29534 (epoch 36.794) train_loss=1.18026340 time/batch=0.42s
10868/29534 (epoch 36.798) train_loss=1.22759938 time/batch=0.49s
10869/29534 (epoch 36.801) train_loss=1.23970342 time/batch=0.44s
10870/29534 (epoch 36.805) train_loss=1.25257349 time/batch=0.39s
10871/29534 (epoch 36.808) train_loss=1.30657911 time/batch=0.47s
10872/29534 (epoch 36.811) train_loss=1.19589055 time/batch=0.33s
10873/29534 (epoch 36.815) train_loss=1.20363331 time/batch=0.34s
10874/29534 (epoch 36.818) train_loss=1.24591160 time/batch=0.34s
10875/29534 (epoch 36.822) train_loss=1.21836543 time/batch=0.33s
10876/29534 (epoch 36.825) train_loss=1.21266770 time/batch=0.42s
10877/29534 (epoch 36.828) train_loss=1.27457309 time/batch=0.47s
10878/29534 (epoch 36.832) train_loss=1.14785433 time/batch=0.33s
10879/29534 (epoch 36.835) train_loss=1.26385665 time/batch=0.44s
10880/29534 (epoch 36.838) train_loss=1.22535169 time/batch=0.47s
10881/29534 (epoch 36.842) train_loss=1.24959612 time/batch=0.44s
10882/29534 (epoch 36.845) train_loss=1.28251600 time/batch=0.41s
10883/29534 (epoch 36.849) train_loss=1.27901435 time/batch=0.50s
10884/29534 (epoch 36.852) train_loss=1.22816575 time/batch=0.50s
10885/29534 (epoch 36.855) train_loss=1.18966365 time/batch=0.33s
10886/29534 (epoch 36.859) train_loss=1.18634105 time/batch=0.43s
10887/29534 (epoch 36.862) train_loss=1.20248735 time/batch=0.44s
10888/29534 (epoch 36.866) train_loss=1.25378919 time/batch=0.40s
10889/29534 (epoch 36.869) train_loss=1.19698691 time/batch=0.42s
10890/29534 (epoch 36.872) train_loss=1.14829969 time/batch=0.44s
10891/29534 (epoch 36.876) train_loss=1.16603947 time/batch=0.42s
10892/29534 (epoch 36.879) train_loss=1.23866880 time/batch=0.47s
10893/29534 (epoch 36.882) train_loss=1.26590931 time/batch=0.44s
10894/29534 (epoch 36.886) train_loss=1.27666795 time/batch=0.40s
10895/29534 (epoch 36.889) train_loss=1.28469706 time/batch=0.42s
10896/29534 (epoch 36.893) train_loss=1.24022567 time/batch=0.35s
10897/29534 (epoch 36.896) train_loss=1.18517578 time/batch=0.41s
10898/29534 (epoch 36.899) train_loss=1.24886346 time/batch=0.47s
10899/29534 (epoch 36.903) train_loss=1.29678750 time/batch=0.47s
10900/29534 (epoch 36.906) train_loss=1.24935460 time/batch=0.35s
10901/29534 (epoch 36.910) train_loss=1.20543206 time/batch=0.35s
10902/29534 (epoch 36.913) train_loss=1.30032563 time/batch=0.44s
10903/29534 (epoch 36.916) train_loss=1.15863776 time/batch=0.32s
10904/29534 (epoch 36.920) train_loss=1.20526314 time/batch=0.41s
10905/29534 (epoch 36.923) train_loss=1.36404955 time/batch=0.47s
10906/29534 (epoch 36.926) train_loss=1.22911084 time/batch=0.47s
10907/29534 (epoch 36.930) train_loss=1.21143973 time/batch=0.33s
10908/29534 (epoch 36.933) train_loss=1.19778323 time/batch=0.47s
10909/29534 (epoch 36.937) train_loss=1.18753505 time/batch=0.47s
10910/29534 (epoch 36.940) train_loss=1.16222847 time/batch=0.33s
10911/29534 (epoch 36.943) train_loss=1.14568853 time/batch=0.33s
10912/29534 (epoch 36.947) train_loss=1.20120299 time/batch=0.33s
10913/29534 (epoch 36.950) train_loss=1.24026406 time/batch=0.47s
10914/29534 (epoch 36.954) train_loss=1.16791940 time/batch=0.32s
10915/29534 (epoch 36.957) train_loss=1.17058432 time/batch=0.33s
setting learning rate to 0.0024570
10916/29534 (epoch 36.960) train_loss=1.26529872 time/batch=0.39s
10917/29534 (epoch 36.964) train_loss=1.32358837 time/batch=0.70s
10918/29534 (epoch 36.967) train_loss=1.29421461 time/batch=0.64s
10919/29534 (epoch 36.970) train_loss=1.45394611 time/batch=1.96s
10920/29534 (epoch 36.974) train_loss=1.34734023 time/batch=0.52s
10921/29534 (epoch 36.977) train_loss=1.47022414 time/batch=1.57s
10922/29534 (epoch 36.981) train_loss=1.45938981 time/batch=0.19s
10923/29534 (epoch 36.984) train_loss=1.57966506 time/batch=5.28s
10924/29534 (epoch 36.987) train_loss=1.28168750 time/batch=0.56s
10925/29534 (epoch 36.991) train_loss=1.21569884 time/batch=0.42s
10926/29534 (epoch 36.994) train_loss=1.37202573 time/batch=0.99s
10927/29534 (epoch 36.998) train_loss=1.27628887 time/batch=0.55s
10928/29534 (epoch 37.001) train_loss=1.38166630 time/batch=0.81s
10929/29534 (epoch 37.004) train_loss=1.41675031 time/batch=0.75s
10930/29534 (epoch 37.008) train_loss=1.18897510 time/batch=0.31s
10931/29534 (epoch 37.011) train_loss=1.32421374 time/batch=0.25s
10932/29534 (epoch 37.014) train_loss=1.42260802 time/batch=0.96s
10933/29534 (epoch 37.018) train_loss=1.36594653 time/batch=0.88s
