vocabulary size: 137
n tunes: 23637
n train tunes: 22437.0
n validation tunes: 1200.0
24636/89748 (epoch 54.900) train_loss=1.10897434 time/batch=0.52s
24637/89748 (epoch 54.903) train_loss=1.17622602 time/batch=0.50s
24638/89748 (epoch 54.905) train_loss=1.16701865 time/batch=0.49s
24639/89748 (epoch 54.907) train_loss=1.14796197 time/batch=0.50s
24640/89748 (epoch 54.909) train_loss=1.16995728 time/batch=0.49s
setting learning rate to 0.0010650
24641/89748 (epoch 54.912) train_loss=1.53831065 time/batch=4.38s
24642/89748 (epoch 54.914) train_loss=1.51569915 time/batch=7.79s
24643/89748 (epoch 54.916) train_loss=1.39399385 time/batch=1.25s
24644/89748 (epoch 54.918) train_loss=1.25330806 time/batch=0.40s
24645/89748 (epoch 54.920) train_loss=1.32515275 time/batch=1.12s
24646/89748 (epoch 54.923) train_loss=1.34336448 time/batch=1.79s
24647/89748 (epoch 54.925) train_loss=1.40864253 time/batch=1.70s
24648/89748 (epoch 54.927) train_loss=1.23645747 time/batch=0.64s
24649/89748 (epoch 54.929) train_loss=1.30165637 time/batch=1.22s
24650/89748 (epoch 54.932) train_loss=1.30336392 time/batch=1.28s
24651/89748 (epoch 54.934) train_loss=1.25081110 time/batch=0.87s
24652/89748 (epoch 54.936) train_loss=1.38063931 time/batch=2.09s
24653/89748 (epoch 54.938) train_loss=1.25105333 time/batch=0.42s
24654/89748 (epoch 54.941) train_loss=1.10476947 time/batch=0.49s
24655/89748 (epoch 54.943) train_loss=1.32932925 time/batch=1.62s
24656/89748 (epoch 54.945) train_loss=1.38488412 time/batch=1.09s
24657/89748 (epoch 54.947) train_loss=1.33407879 time/batch=1.37s
24658/89748 (epoch 54.949) train_loss=1.43575776 time/batch=1.86s
24659/89748 (epoch 54.952) train_loss=1.43949950 time/batch=2.25s
24660/89748 (epoch 54.954) train_loss=1.22364652 time/batch=0.69s
24661/89748 (epoch 54.956) train_loss=1.28562999 time/batch=0.39s
24662/89748 (epoch 54.958) train_loss=1.30939424 time/batch=1.43s
24663/89748 (epoch 54.961) train_loss=1.18343568 time/batch=0.68s
24664/89748 (epoch 54.963) train_loss=1.33983576 time/batch=1.47s
24665/89748 (epoch 54.965) train_loss=1.39231014 time/batch=2.59s
24666/89748 (epoch 54.967) train_loss=1.31902158 time/batch=1.25s
24667/89748 (epoch 54.969) train_loss=1.37908912 time/batch=1.53s
24668/89748 (epoch 54.972) train_loss=1.26809013 time/batch=1.29s
24669/89748 (epoch 54.974) train_loss=1.23085856 time/batch=0.34s
24670/89748 (epoch 54.976) train_loss=1.24959862 time/batch=0.65s
24671/89748 (epoch 54.978) train_loss=1.23357964 time/batch=0.34s
24672/89748 (epoch 54.981) train_loss=1.20818949 time/batch=0.93s
24673/89748 (epoch 54.983) train_loss=1.40815246 time/batch=1.76s
24674/89748 (epoch 54.985) train_loss=1.38652503 time/batch=1.33s
24675/89748 (epoch 54.987) train_loss=1.18006098 time/batch=0.63s
24676/89748 (epoch 54.990) train_loss=1.18859613 time/batch=0.69s
24677/89748 (epoch 54.992) train_loss=1.35948241 time/batch=1.47s
24678/89748 (epoch 54.994) train_loss=1.41173983 time/batch=1.01s
24679/89748 (epoch 54.996) train_loss=1.34538567 time/batch=1.35s
24680/89748 (epoch 54.998) train_loss=1.18194616 time/batch=0.37s
24681/89748 (epoch 55.001) train_loss=1.29329956 time/batch=0.34s
24682/89748 (epoch 55.003) train_loss=1.23058450 time/batch=0.59s
24683/89748 (epoch 55.005) train_loss=1.34183228 time/batch=1.13s
24684/89748 (epoch 55.007) train_loss=1.34389949 time/batch=0.95s
24685/89748 (epoch 55.010) train_loss=1.25176120 time/batch=0.59s
24686/89748 (epoch 55.012) train_loss=1.33704734 time/batch=1.32s
24687/89748 (epoch 55.014) train_loss=1.13965225 time/batch=0.62s
24688/89748 (epoch 55.016) train_loss=1.18429291 time/batch=0.41s
24689/89748 (epoch 55.018) train_loss=1.34791899 time/batch=0.99s
24690/89748 (epoch 55.021) train_loss=1.13157332 time/batch=0.45s
24691/89748 (epoch 55.023) train_loss=1.34443069 time/batch=1.08s
24692/89748 (epoch 55.025) train_loss=1.50153017 time/batch=0.30s
24693/89748 (epoch 55.027) train_loss=1.42441618 time/batch=1.91s
24694/89748 (epoch 55.030) train_loss=1.45814192 time/batch=2.28s
24695/89748 (epoch 55.032) train_loss=1.30376589 time/batch=1.18s
24696/89748 (epoch 55.034) train_loss=1.28795683 time/batch=0.64s
24697/89748 (epoch 55.036) train_loss=1.39234066 time/batch=1.15s
24698/89748 (epoch 55.039) train_loss=1.19843340 time/batch=0.73s
24699/89748 (epoch 55.041) train_loss=1.27419841 time/batch=0.66s
24700/89748 (epoch 55.043) train_loss=1.14102721 time/batch=0.50s
24701/89748 (epoch 55.045) train_loss=1.13157451 time/batch=0.49s
24702/89748 (epoch 55.047) train_loss=1.30063593 time/batch=0.58s
24703/89748 (epoch 55.050) train_loss=1.32247519 time/batch=1.10s
24704/89748 (epoch 55.052) train_loss=1.21169627 time/batch=0.55s
24705/89748 (epoch 55.054) train_loss=1.33711267 time/batch=0.92s
24706/89748 (epoch 55.056) train_loss=1.32283795 time/batch=1.07s
24707/89748 (epoch 55.059) train_loss=1.29650819 time/batch=1.18s
24708/89748 (epoch 55.061) train_loss=1.25744462 time/batch=0.74s
24709/89748 (epoch 55.063) train_loss=1.16716111 time/batch=0.56s
24710/89748 (epoch 55.065) train_loss=1.30011141 time/batch=0.96s
24711/89748 (epoch 55.068) train_loss=1.28470695 time/batch=1.10s
24712/89748 (epoch 55.070) train_loss=1.34594405 time/batch=1.20s
24713/89748 (epoch 55.072) train_loss=1.32632565 time/batch=1.00s
24714/89748 (epoch 55.074) train_loss=1.40373409 time/batch=0.26s
24715/89748 (epoch 55.076) train_loss=1.17509866 time/batch=0.46s
24716/89748 (epoch 55.079) train_loss=1.26783538 time/batch=0.32s
24717/89748 (epoch 55.081) train_loss=1.32137835 time/batch=1.02s
24718/89748 (epoch 55.083) train_loss=1.31788445 time/batch=0.41s
24719/89748 (epoch 55.085) train_loss=1.27174675 time/batch=0.69s
24720/89748 (epoch 55.088) train_loss=1.08608377 time/batch=0.63s
24721/89748 (epoch 55.090) train_loss=1.27855861 time/batch=0.94s
24722/89748 (epoch 55.092) train_loss=1.32874620 time/batch=0.99s
24723/89748 (epoch 55.094) train_loss=1.22397125 time/batch=0.74s
24724/89748 (epoch 55.096) train_loss=1.21682441 time/batch=0.90s
24725/89748 (epoch 55.099) train_loss=1.17739010 time/batch=0.61s
24726/89748 (epoch 55.101) train_loss=1.17597985 time/batch=0.47s
24727/89748 (epoch 55.103) train_loss=1.14864504 time/batch=0.53s
24728/89748 (epoch 55.105) train_loss=1.23563278 time/batch=0.88s
24729/89748 (epoch 55.108) train_loss=1.31550169 time/batch=0.34s
24730/89748 (epoch 55.110) train_loss=1.22810769 time/batch=0.40s
24731/89748 (epoch 55.112) train_loss=1.38675117 time/batch=1.04s
24732/89748 (epoch 55.114) train_loss=1.22414863 time/batch=0.37s
24733/89748 (epoch 55.117) train_loss=1.19924164 time/batch=0.59s
24734/89748 (epoch 55.119) train_loss=1.35639405 time/batch=2.29s
24735/89748 (epoch 55.121) train_loss=1.34821439 time/batch=1.02s
24736/89748 (epoch 55.123) train_loss=1.39064145 time/batch=0.30s
24737/89748 (epoch 55.125) train_loss=1.28024733 time/batch=0.80s
24738/89748 (epoch 55.128) train_loss=1.16736400 time/batch=0.63s
24739/89748 (epoch 55.130) train_loss=1.19706202 time/batch=0.56s
24740/89748 (epoch 55.132) train_loss=1.17466712 time/batch=0.51s
24741/89748 (epoch 55.134) train_loss=1.13289034 time/batch=0.44s
24742/89748 (epoch 55.137) train_loss=1.11967468 time/batch=0.49s
24743/89748 (epoch 55.139) train_loss=1.19756329 time/batch=0.55s
24744/89748 (epoch 55.141) train_loss=1.16713321 time/batch=0.36s
24745/89748 (epoch 55.143) train_loss=1.35568500 time/batch=1.33s
24746/89748 (epoch 55.146) train_loss=1.25724530 time/batch=0.84s
24747/89748 (epoch 55.148) train_loss=1.19154012 time/batch=0.63s
24748/89748 (epoch 55.150) train_loss=1.25573254 time/batch=0.68s
24749/89748 (epoch 55.152) train_loss=1.29903853 time/batch=0.36s
24750/89748 (epoch 55.154) train_loss=1.20851600 time/batch=0.84s
24751/89748 (epoch 55.157) train_loss=1.11331367 time/batch=0.41s
24752/89748 (epoch 55.159) train_loss=1.25468493 time/batch=1.03s
24753/89748 (epoch 55.161) train_loss=1.38812613 time/batch=1.16s
24754/89748 (epoch 55.163) train_loss=1.17887652 time/batch=0.37s
24755/89748 (epoch 55.166) train_loss=1.33169770 time/batch=1.03s
24756/89748 (epoch 55.168) train_loss=1.23663330 time/batch=0.79s
24757/89748 (epoch 55.170) train_loss=1.25205672 time/batch=0.75s
24758/89748 (epoch 55.172) train_loss=1.10987544 time/batch=0.48s
24759/89748 (epoch 55.174) train_loss=1.38274622 time/batch=0.76s
24760/89748 (epoch 55.177) train_loss=1.20732844 time/batch=0.65s
24761/89748 (epoch 55.179) train_loss=1.26017189 time/batch=0.81s
24762/89748 (epoch 55.181) train_loss=1.15476453 time/batch=0.46s
24763/89748 (epoch 55.183) train_loss=1.26191330 time/batch=0.59s
24764/89748 (epoch 55.186) train_loss=1.28189898 time/batch=0.81s
24765/89748 (epoch 55.188) train_loss=1.17687237 time/batch=0.64s
24766/89748 (epoch 55.190) train_loss=1.26893258 time/batch=0.82s
24767/89748 (epoch 55.192) train_loss=1.27642941 time/batch=0.39s
24768/89748 (epoch 55.195) train_loss=1.24442554 time/batch=0.82s
24769/89748 (epoch 55.197) train_loss=1.07721603 time/batch=0.47s
24770/89748 (epoch 55.199) train_loss=1.22038281 time/batch=0.80s
24771/89748 (epoch 55.201) train_loss=1.35397422 time/batch=0.91s
24772/89748 (epoch 55.203) train_loss=1.21943676 time/batch=0.68s
24773/89748 (epoch 55.206) train_loss=1.26229966 time/batch=0.78s
24774/89748 (epoch 55.208) train_loss=1.27471197 time/batch=0.75s
24775/89748 (epoch 55.210) train_loss=1.20656562 time/batch=0.78s
24776/89748 (epoch 55.212) train_loss=1.26079154 time/batch=0.97s
24777/89748 (epoch 55.215) train_loss=1.11797929 time/batch=0.62s
24778/89748 (epoch 55.217) train_loss=1.18234181 time/batch=0.55s
24779/89748 (epoch 55.219) train_loss=1.25182188 time/batch=0.59s
24780/89748 (epoch 55.221) train_loss=1.41888857 time/batch=0.31s
24781/89748 (epoch 55.224) train_loss=1.22453809 time/batch=0.57s
24782/89748 (epoch 55.226) train_loss=1.27427578 time/batch=0.95s
24783/89748 (epoch 55.228) train_loss=1.18014789 time/batch=0.52s
24784/89748 (epoch 55.230) train_loss=1.23220181 time/batch=0.38s
24785/89748 (epoch 55.232) train_loss=1.33114016 time/batch=1.18s
24786/89748 (epoch 55.235) train_loss=1.17251968 time/batch=0.62s
24787/89748 (epoch 55.237) train_loss=1.23513973 time/batch=0.52s
24788/89748 (epoch 55.239) train_loss=1.26387131 time/batch=0.79s
24789/89748 (epoch 55.241) train_loss=1.19582045 time/batch=0.71s
24790/89748 (epoch 55.244) train_loss=1.17866218 time/batch=0.71s
24791/89748 (epoch 55.246) train_loss=1.32715762 time/batch=0.94s
24792/89748 (epoch 55.248) train_loss=1.20188367 time/batch=0.43s
24793/89748 (epoch 55.250) train_loss=1.37534356 time/batch=1.19s
24794/89748 (epoch 55.252) train_loss=1.15520298 time/batch=0.50s
24795/89748 (epoch 55.255) train_loss=1.22015810 time/batch=0.35s
24796/89748 (epoch 55.257) train_loss=1.12093174 time/batch=0.46s
24797/89748 (epoch 55.259) train_loss=1.33436584 time/batch=0.35s
24798/89748 (epoch 55.261) train_loss=1.23893511 time/batch=0.77s
24799/89748 (epoch 55.264) train_loss=1.27915931 time/batch=0.76s
24800/89748 (epoch 55.266) train_loss=1.29721236 time/batch=0.64s
24801/89748 (epoch 55.268) train_loss=1.23644412 time/batch=0.80s
24802/89748 (epoch 55.270) train_loss=1.20301664 time/batch=0.74s
24803/89748 (epoch 55.273) train_loss=1.25155056 time/batch=0.78s
24804/89748 (epoch 55.275) train_loss=1.24412894 time/batch=0.85s
24805/89748 (epoch 55.277) train_loss=1.28065372 time/batch=0.36s
24806/89748 (epoch 55.279) train_loss=1.27457392 time/batch=0.86s
24807/89748 (epoch 55.281) train_loss=1.33154786 time/batch=0.77s
24808/89748 (epoch 55.284) train_loss=1.26445997 time/batch=0.90s
24809/89748 (epoch 55.286) train_loss=1.23273587 time/batch=0.91s
24810/89748 (epoch 55.288) train_loss=1.21886897 time/batch=0.42s
24811/89748 (epoch 55.290) train_loss=1.39599180 time/batch=1.11s
24812/89748 (epoch 55.293) train_loss=1.14719379 time/batch=0.52s
24813/89748 (epoch 55.295) train_loss=1.27706933 time/batch=0.36s
24814/89748 (epoch 55.297) train_loss=1.24321830 time/batch=0.86s
24815/89748 (epoch 55.299) train_loss=1.27773523 time/batch=1.13s
24816/89748 (epoch 55.302) train_loss=1.20512795 time/batch=0.46s
24817/89748 (epoch 55.304) train_loss=1.27612984 time/batch=0.97s
24818/89748 (epoch 55.306) train_loss=1.15686190 time/batch=0.49s
24819/89748 (epoch 55.308) train_loss=1.26526082 time/batch=0.91s
24820/89748 (epoch 55.310) train_loss=1.25354612 time/batch=0.72s
24821/89748 (epoch 55.313) train_loss=1.26295698 time/batch=0.78s
24822/89748 (epoch 55.315) train_loss=1.25047660 time/batch=0.88s
24823/89748 (epoch 55.317) train_loss=1.32665133 time/batch=1.38s
24824/89748 (epoch 55.319) train_loss=1.25525260 time/batch=0.92s
24825/89748 (epoch 55.322) train_loss=1.37683368 time/batch=0.97s
24826/89748 (epoch 55.324) train_loss=1.17727196 time/batch=0.42s
24827/89748 (epoch 55.326) train_loss=1.32649744 time/batch=1.02s
24828/89748 (epoch 55.328) train_loss=1.18755221 time/batch=0.67s
24829/89748 (epoch 55.330) train_loss=1.17795527 time/batch=0.71s
24830/89748 (epoch 55.333) train_loss=1.33187044 time/batch=1.07s
24831/89748 (epoch 55.335) train_loss=1.17393863 time/batch=0.51s
24832/89748 (epoch 55.337) train_loss=1.24696434 time/batch=0.90s
24833/89748 (epoch 55.339) train_loss=1.18175614 time/batch=0.61s
24834/89748 (epoch 55.342) train_loss=1.35068595 time/batch=0.85s
24835/89748 (epoch 55.344) train_loss=1.17387283 time/batch=0.44s
24836/89748 (epoch 55.346) train_loss=1.22891319 time/batch=0.89s
24837/89748 (epoch 55.348) train_loss=1.19321704 time/batch=0.62s
24838/89748 (epoch 55.351) train_loss=1.27250719 time/batch=0.57s
24839/89748 (epoch 55.353) train_loss=1.26080370 time/batch=0.73s
24840/89748 (epoch 55.355) train_loss=1.12137246 time/batch=0.61s
24841/89748 (epoch 55.357) train_loss=1.13644350 time/batch=0.44s
24842/89748 (epoch 55.359) train_loss=1.15174270 time/batch=0.48s
24843/89748 (epoch 55.362) train_loss=1.21200204 time/batch=0.66s
24844/89748 (epoch 55.364) train_loss=1.19056773 time/batch=0.66s
24845/89748 (epoch 55.366) train_loss=1.17227578 time/batch=0.43s
24846/89748 (epoch 55.368) train_loss=1.24508238 time/batch=0.97s
24847/89748 (epoch 55.371) train_loss=1.29088593 time/batch=0.92s
24848/89748 (epoch 55.373) train_loss=1.19905424 time/batch=0.56s
24849/89748 (epoch 55.375) train_loss=1.35597444 time/batch=0.83s
24850/89748 (epoch 55.377) train_loss=1.14553082 time/batch=0.52s
24851/89748 (epoch 55.380) train_loss=1.21629012 time/batch=0.73s
24852/89748 (epoch 55.382) train_loss=1.26207507 time/batch=0.72s
24853/89748 (epoch 55.384) train_loss=1.35405481 time/batch=1.20s
24854/89748 (epoch 55.386) train_loss=1.24979675 time/batch=0.93s
24855/89748 (epoch 55.388) train_loss=1.35352325 time/batch=0.91s
24856/89748 (epoch 55.391) train_loss=1.27379608 time/batch=1.22s
24857/89748 (epoch 55.393) train_loss=1.17010725 time/batch=0.54s
24858/89748 (epoch 55.395) train_loss=1.20245409 time/batch=0.53s
24859/89748 (epoch 55.397) train_loss=1.20821285 time/batch=0.75s
24860/89748 (epoch 55.400) train_loss=1.22133660 time/batch=0.59s
24861/89748 (epoch 55.402) train_loss=1.35638332 time/batch=0.93s
24862/89748 (epoch 55.404) train_loss=1.26333475 time/batch=0.66s
24863/89748 (epoch 55.406) train_loss=1.10810840 time/batch=0.48s
24864/89748 (epoch 55.408) train_loss=1.18780291 time/batch=0.38s
24865/89748 (epoch 55.411) train_loss=1.25711942 time/batch=0.57s
24866/89748 (epoch 55.413) train_loss=1.24633431 time/batch=0.86s
24867/89748 (epoch 55.415) train_loss=1.23846257 time/batch=0.67s
24868/89748 (epoch 55.417) train_loss=1.26715624 time/batch=0.72s
24869/89748 (epoch 55.420) train_loss=1.33180082 time/batch=0.91s
24870/89748 (epoch 55.422) train_loss=1.20817447 time/batch=0.55s
24871/89748 (epoch 55.424) train_loss=1.25865984 time/batch=0.59s
24872/89748 (epoch 55.426) train_loss=1.29166627 time/batch=0.76s
24873/89748 (epoch 55.429) train_loss=1.22129846 time/batch=0.64s
24874/89748 (epoch 55.431) train_loss=1.21999753 time/batch=0.44s
24875/89748 (epoch 55.433) train_loss=1.23366213 time/batch=0.60s
24876/89748 (epoch 55.435) train_loss=1.23052323 time/batch=0.58s
24877/89748 (epoch 55.437) train_loss=1.28154564 time/batch=0.79s
24878/89748 (epoch 55.440) train_loss=1.26798129 time/batch=0.80s
24879/89748 (epoch 55.442) train_loss=1.18235958 time/batch=0.49s
24880/89748 (epoch 55.444) train_loss=1.29574883 time/batch=0.82s
24881/89748 (epoch 55.446) train_loss=1.19036531 time/batch=0.67s
24882/89748 (epoch 55.449) train_loss=1.22019291 time/batch=0.91s
24883/89748 (epoch 55.451) train_loss=1.24676108 time/batch=0.82s
24884/89748 (epoch 55.453) train_loss=1.20451391 time/batch=0.49s
24885/89748 (epoch 55.455) train_loss=1.17272651 time/batch=0.66s
24886/89748 (epoch 55.458) train_loss=1.16166687 time/batch=0.56s
24887/89748 (epoch 55.460) train_loss=1.26286530 time/batch=0.94s
24888/89748 (epoch 55.462) train_loss=1.26349807 time/batch=0.82s
24889/89748 (epoch 55.464) train_loss=1.18566132 time/batch=0.71s
24890/89748 (epoch 55.466) train_loss=1.25205600 time/batch=0.76s
24891/89748 (epoch 55.469) train_loss=1.23111475 time/batch=0.43s
24892/89748 (epoch 55.471) train_loss=1.19466364 time/batch=0.93s
24893/89748 (epoch 55.473) train_loss=1.13143420 time/batch=0.44s
24894/89748 (epoch 55.475) train_loss=1.27140105 time/batch=1.22s
24895/89748 (epoch 55.478) train_loss=1.13075519 time/batch=0.49s
24896/89748 (epoch 55.480) train_loss=1.34038103 time/batch=0.86s
24897/89748 (epoch 55.482) train_loss=1.27266669 time/batch=0.74s
24898/89748 (epoch 55.484) train_loss=1.15437996 time/batch=0.48s
24899/89748 (epoch 55.486) train_loss=1.16014278 time/batch=0.46s
24900/89748 (epoch 55.489) train_loss=1.16898477 time/batch=0.51s
24901/89748 (epoch 55.491) train_loss=1.25345564 time/batch=0.83s
24902/89748 (epoch 55.493) train_loss=1.10000443 time/batch=0.55s
24903/89748 (epoch 55.495) train_loss=1.22388780 time/batch=0.43s
24904/89748 (epoch 55.498) train_loss=1.21809137 time/batch=0.60s
24905/89748 (epoch 55.500) train_loss=1.14911294 time/batch=0.51s
24906/89748 (epoch 55.502) train_loss=1.20018220 time/batch=0.63s
24907/89748 (epoch 55.504) train_loss=1.21220016 time/batch=0.58s
24908/89748 (epoch 55.507) train_loss=1.22937703 time/batch=0.75s
24909/89748 (epoch 55.509) train_loss=1.28133082 time/batch=0.86s
24910/89748 (epoch 55.511) train_loss=1.17434657 time/batch=0.51s
24911/89748 (epoch 55.513) train_loss=1.22738886 time/batch=0.61s
24912/89748 (epoch 55.515) train_loss=1.20862818 time/batch=0.58s
24913/89748 (epoch 55.518) train_loss=1.18252754 time/batch=0.45s
24914/89748 (epoch 55.520) train_loss=1.19428658 time/batch=0.47s
24915/89748 (epoch 55.522) train_loss=1.09964097 time/batch=0.50s
24916/89748 (epoch 55.524) train_loss=1.25200248 time/batch=0.68s
24917/89748 (epoch 55.527) train_loss=1.25079036 time/batch=0.87s
24918/89748 (epoch 55.529) train_loss=1.25251842 time/batch=0.68s
24919/89748 (epoch 55.531) train_loss=1.30422091 time/batch=0.74s
24920/89748 (epoch 55.533) train_loss=1.28825951 time/batch=0.74s
24921/89748 (epoch 55.535) train_loss=1.22869551 time/batch=0.69s
24922/89748 (epoch 55.538) train_loss=1.18268549 time/batch=0.69s
24923/89748 (epoch 55.540) train_loss=1.23324549 time/batch=0.68s
24924/89748 (epoch 55.542) train_loss=1.24389434 time/batch=0.69s
24925/89748 (epoch 55.544) train_loss=1.21044278 time/batch=0.65s
24926/89748 (epoch 55.547) train_loss=1.15321422 time/batch=0.51s
24927/89748 (epoch 55.549) train_loss=1.19913626 time/batch=0.57s
24928/89748 (epoch 55.551) train_loss=1.26880312 time/batch=0.58s
24929/89748 (epoch 55.553) train_loss=1.10831845 time/batch=0.51s
24930/89748 (epoch 55.556) train_loss=1.22233593 time/batch=0.59s
24931/89748 (epoch 55.558) train_loss=1.17417693 time/batch=0.70s
24932/89748 (epoch 55.560) train_loss=1.18985534 time/batch=0.71s
24933/89748 (epoch 55.562) train_loss=1.27736998 time/batch=0.93s
24934/89748 (epoch 55.564) train_loss=1.17960489 time/batch=0.53s
24935/89748 (epoch 55.567) train_loss=1.32316160 time/batch=0.74s
24936/89748 (epoch 55.569) train_loss=1.20737886 time/batch=0.68s
24937/89748 (epoch 55.571) train_loss=1.21110010 time/batch=0.61s
24938/89748 (epoch 55.573) train_loss=1.16679943 time/batch=0.60s
24939/89748 (epoch 55.576) train_loss=1.19571304 time/batch=0.68s
24940/89748 (epoch 55.578) train_loss=1.21464872 time/batch=0.76s
24941/89748 (epoch 55.580) train_loss=1.17175889 time/batch=0.60s
24942/89748 (epoch 55.582) train_loss=1.19483519 time/batch=0.68s
24943/89748 (epoch 55.585) train_loss=1.16042352 time/batch=0.45s
24944/89748 (epoch 55.587) train_loss=1.04166484 time/batch=0.45s
24945/89748 (epoch 55.589) train_loss=1.24233711 time/batch=0.57s
24946/89748 (epoch 55.591) train_loss=1.20040655 time/batch=0.47s
24947/89748 (epoch 55.593) train_loss=1.16746354 time/batch=0.51s
24948/89748 (epoch 55.596) train_loss=1.15420127 time/batch=0.70s
24949/89748 (epoch 55.598) train_loss=1.20837796 time/batch=0.65s
24950/89748 (epoch 55.600) train_loss=1.18493831 time/batch=0.62s
24951/89748 (epoch 55.602) train_loss=1.19461679 time/batch=0.61s
24952/89748 (epoch 55.605) train_loss=1.13893843 time/batch=0.49s
24953/89748 (epoch 55.607) train_loss=1.20957088 time/batch=0.51s
24954/89748 (epoch 55.609) train_loss=1.14414608 time/batch=0.62s
24955/89748 (epoch 55.611) train_loss=1.12507594 time/batch=0.48s
24956/89748 (epoch 55.613) train_loss=1.17036700 time/batch=0.50s
24957/89748 (epoch 55.616) train_loss=1.18456841 time/batch=0.68s
24958/89748 (epoch 55.618) train_loss=1.24982774 time/batch=0.55s
24959/89748 (epoch 55.620) train_loss=1.20611274 time/batch=0.63s
24960/89748 (epoch 55.622) train_loss=1.10201323 time/batch=0.48s
24961/89748 (epoch 55.625) train_loss=1.10678780 time/batch=0.50s
24962/89748 (epoch 55.627) train_loss=1.18627512 time/batch=0.61s
24963/89748 (epoch 55.629) train_loss=1.15010846 time/batch=0.49s
24964/89748 (epoch 55.631) train_loss=1.20527840 time/batch=0.69s
24965/89748 (epoch 55.634) train_loss=1.13055336 time/batch=0.62s
24966/89748 (epoch 55.636) train_loss=1.33182526 time/batch=0.76s
24967/89748 (epoch 55.638) train_loss=1.15798187 time/batch=0.48s
24968/89748 (epoch 55.640) train_loss=1.17525601 time/batch=0.52s
24969/89748 (epoch 55.642) train_loss=1.12470782 time/batch=0.50s
24970/89748 (epoch 55.645) train_loss=1.18812990 time/batch=0.49s
24971/89748 (epoch 55.647) train_loss=1.19440603 time/batch=0.55s
24972/89748 (epoch 55.649) train_loss=1.26885879 time/batch=0.65s
24973/89748 (epoch 55.651) train_loss=1.21164644 time/batch=0.70s
24974/89748 (epoch 55.654) train_loss=1.14234066 time/batch=0.54s
24975/89748 (epoch 55.656) train_loss=1.17564774 time/batch=0.50s
24976/89748 (epoch 55.658) train_loss=1.20567930 time/batch=0.50s
24977/89748 (epoch 55.660) train_loss=1.23343611 time/batch=0.71s
24978/89748 (epoch 55.663) train_loss=1.28911066 time/batch=0.67s
24979/89748 (epoch 55.665) train_loss=1.17593360 time/batch=0.63s
24980/89748 (epoch 55.667) train_loss=1.22572434 time/batch=0.57s
24981/89748 (epoch 55.669) train_loss=1.20518804 time/batch=0.52s
24982/89748 (epoch 55.671) train_loss=1.07944167 time/batch=0.51s
24983/89748 (epoch 55.674) train_loss=1.14777422 time/batch=0.56s
24984/89748 (epoch 55.676) train_loss=1.21736491 time/batch=0.64s
24985/89748 (epoch 55.678) train_loss=1.23037267 time/batch=0.64s
24986/89748 (epoch 55.680) train_loss=1.21164811 time/batch=0.64s
24987/89748 (epoch 55.683) train_loss=1.22614872 time/batch=0.64s
24988/89748 (epoch 55.685) train_loss=1.19494057 time/batch=0.70s
24989/89748 (epoch 55.687) train_loss=1.16881335 time/batch=0.48s
24990/89748 (epoch 55.689) train_loss=1.16852558 time/batch=0.53s
24991/89748 (epoch 55.691) train_loss=1.10629332 time/batch=0.47s
24992/89748 (epoch 55.694) train_loss=1.18053865 time/batch=0.64s
24993/89748 (epoch 55.696) train_loss=1.28385282 time/batch=0.69s
24994/89748 (epoch 55.698) train_loss=1.25743508 time/batch=0.66s
24995/89748 (epoch 55.700) train_loss=1.16594040 time/batch=0.62s
24996/89748 (epoch 55.703) train_loss=1.20993733 time/batch=0.47s
24997/89748 (epoch 55.705) train_loss=1.18558776 time/batch=0.48s
24998/89748 (epoch 55.707) train_loss=1.26954567 time/batch=0.60s
24999/89748 (epoch 55.709) train_loss=1.17944610 time/batch=0.59s
Validating
    loss:	1.290813

25000/89748 (epoch 55.712) train_loss=1.21841180 time/batch=5.21s
25001/89748 (epoch 55.714) train_loss=1.21570039 time/batch=0.66s
25002/89748 (epoch 55.716) train_loss=1.20434952 time/batch=0.72s
25003/89748 (epoch 55.718) train_loss=1.23335242 time/batch=0.70s
25004/89748 (epoch 55.720) train_loss=1.13812685 time/batch=0.54s
25005/89748 (epoch 55.723) train_loss=1.29800761 time/batch=0.71s
25006/89748 (epoch 55.725) train_loss=1.16273880 time/batch=0.67s
25007/89748 (epoch 55.727) train_loss=1.24581039 time/batch=0.67s
25008/89748 (epoch 55.729) train_loss=1.08447623 time/batch=0.50s
25009/89748 (epoch 55.732) train_loss=1.22093034 time/batch=0.55s
25010/89748 (epoch 55.734) train_loss=1.14874268 time/batch=0.58s
25011/89748 (epoch 55.736) train_loss=1.28920543 time/batch=0.68s
25012/89748 (epoch 55.738) train_loss=1.19682729 time/batch=0.73s
25013/89748 (epoch 55.741) train_loss=1.26394892 time/batch=0.74s
25014/89748 (epoch 55.743) train_loss=1.22003973 time/batch=0.71s
25015/89748 (epoch 55.745) train_loss=1.20856416 time/batch=0.54s
25016/89748 (epoch 55.747) train_loss=1.25639629 time/batch=0.65s
25017/89748 (epoch 55.749) train_loss=1.20518565 time/batch=0.69s
25018/89748 (epoch 55.752) train_loss=1.21068847 time/batch=0.65s
25019/89748 (epoch 55.754) train_loss=1.16795862 time/batch=0.54s
25020/89748 (epoch 55.756) train_loss=1.14556789 time/batch=0.62s
25021/89748 (epoch 55.758) train_loss=1.12067056 time/batch=0.52s
