vocabulary size: 137
n tunes: 23637
n train tunes: 22437.0
n validation tunes: 1200.0
17437/44874 (epoch 38.858) train_loss=1.35722041 time/batch=0.76s
17438/44874 (epoch 38.860) train_loss=1.29901791 time/batch=0.50s
17439/44874 (epoch 38.862) train_loss=1.28317499 time/batch=0.63s
17440/44874 (epoch 38.864) train_loss=1.23879635 time/batch=0.48s
17441/44874 (epoch 38.867) train_loss=1.16631508 time/batch=0.49s
17442/44874 (epoch 38.869) train_loss=1.28322113 time/batch=0.70s
17443/44874 (epoch 38.871) train_loss=1.26403201 time/batch=0.49s
17444/44874 (epoch 38.873) train_loss=1.26133287 time/batch=0.69s
17445/44874 (epoch 38.876) train_loss=1.27591026 time/batch=0.50s
17446/44874 (epoch 38.878) train_loss=1.24413109 time/batch=0.63s
17447/44874 (epoch 38.880) train_loss=1.31828797 time/batch=0.63s
17448/44874 (epoch 38.882) train_loss=1.39022601 time/batch=0.64s
17449/44874 (epoch 38.884) train_loss=1.32785881 time/batch=0.63s
17450/44874 (epoch 38.887) train_loss=1.32783151 time/batch=0.53s
17451/44874 (epoch 38.889) train_loss=1.28368843 time/batch=0.63s
17452/44874 (epoch 38.891) train_loss=1.25488353 time/batch=0.54s
17453/44874 (epoch 38.893) train_loss=1.28123653 time/batch=0.51s
17454/44874 (epoch 38.896) train_loss=1.29626322 time/batch=0.49s
17455/44874 (epoch 38.898) train_loss=1.28726494 time/batch=0.51s
17456/44874 (epoch 38.900) train_loss=1.28131831 time/batch=0.62s
17457/44874 (epoch 38.902) train_loss=1.26145470 time/batch=0.54s
17458/44874 (epoch 38.904) train_loss=1.25743449 time/batch=0.49s
17459/44874 (epoch 38.907) train_loss=1.21498132 time/batch=0.61s
17460/44874 (epoch 38.909) train_loss=1.21651542 time/batch=0.50s
17461/44874 (epoch 38.911) train_loss=1.20638776 time/batch=0.50s
17462/44874 (epoch 38.913) train_loss=1.35137200 time/batch=0.68s
17463/44874 (epoch 38.916) train_loss=1.34179771 time/batch=0.65s
17464/44874 (epoch 38.918) train_loss=1.25014603 time/batch=0.63s
17465/44874 (epoch 38.920) train_loss=1.25565493 time/batch=0.49s
17466/44874 (epoch 38.922) train_loss=1.29313564 time/batch=0.49s
17467/44874 (epoch 38.925) train_loss=1.26756310 time/batch=0.61s
17468/44874 (epoch 38.927) train_loss=1.32153726 time/batch=0.68s
17469/44874 (epoch 38.929) train_loss=1.17761219 time/batch=0.51s
17470/44874 (epoch 38.931) train_loss=1.24371183 time/batch=0.62s
17471/44874 (epoch 38.933) train_loss=1.20002794 time/batch=0.49s
17472/44874 (epoch 38.936) train_loss=1.20777452 time/batch=0.62s
setting learning rate to 0.0012408
17473/44874 (epoch 38.938) train_loss=1.41497874 time/batch=1.21s
17474/44874 (epoch 38.940) train_loss=1.57239115 time/batch=1.55s
17475/44874 (epoch 38.942) train_loss=1.59447443 time/batch=3.82s
17476/44874 (epoch 38.945) train_loss=1.25671327 time/batch=0.52s
17477/44874 (epoch 38.947) train_loss=1.23831475 time/batch=0.46s
17478/44874 (epoch 38.949) train_loss=1.47404385 time/batch=1.17s
17479/44874 (epoch 38.951) train_loss=1.35620236 time/batch=0.76s
17480/44874 (epoch 38.954) train_loss=1.34168887 time/batch=0.41s
17481/44874 (epoch 38.956) train_loss=1.61491454 time/batch=7.79s
17482/44874 (epoch 38.958) train_loss=1.41345370 time/batch=0.66s
17483/44874 (epoch 38.960) train_loss=1.30951989 time/batch=0.53s
17484/44874 (epoch 38.962) train_loss=1.25857759 time/batch=0.47s
17485/44874 (epoch 38.965) train_loss=1.29925990 time/batch=0.66s
17486/44874 (epoch 38.967) train_loss=1.41489768 time/batch=0.74s
17487/44874 (epoch 38.969) train_loss=1.42858613 time/batch=1.37s
17488/44874 (epoch 38.971) train_loss=1.46816146 time/batch=1.34s
17489/44874 (epoch 38.974) train_loss=1.43748283 time/batch=1.77s
17490/44874 (epoch 38.976) train_loss=1.32041848 time/batch=0.83s
17491/44874 (epoch 38.978) train_loss=1.52805865 time/batch=0.26s
17492/44874 (epoch 38.980) train_loss=1.30597961 time/batch=0.49s
17493/44874 (epoch 38.982) train_loss=1.43146265 time/batch=1.26s
17494/44874 (epoch 38.985) train_loss=1.40030503 time/batch=1.39s
17495/44874 (epoch 38.987) train_loss=1.33810103 time/batch=0.58s
17496/44874 (epoch 38.989) train_loss=1.55933344 time/batch=0.31s
17497/44874 (epoch 38.991) train_loss=1.49372041 time/batch=1.79s
17498/44874 (epoch 38.994) train_loss=1.44459832 time/batch=1.44s
17499/44874 (epoch 38.996) train_loss=1.54020011 time/batch=1.91s
17500/44874 (epoch 38.998) train_loss=1.46255708 time/batch=1.42s
17501/44874 (epoch 39.000) train_loss=1.49427760 time/batch=1.97s
17502/44874 (epoch 39.003) train_loss=1.52273536 time/batch=2.40s
17503/44874 (epoch 39.005) train_loss=1.49549186 time/batch=2.59s
17504/44874 (epoch 39.007) train_loss=1.48428905 time/batch=1.98s
17505/44874 (epoch 39.009) train_loss=1.39989710 time/batch=0.90s
17506/44874 (epoch 39.011) train_loss=1.44246089 time/batch=2.11s
17507/44874 (epoch 39.014) train_loss=1.35531414 time/batch=1.22s
17508/44874 (epoch 39.016) train_loss=1.39127326 time/batch=1.48s
17509/44874 (epoch 39.018) train_loss=1.41605723 time/batch=1.48s
17510/44874 (epoch 39.020) train_loss=1.43348491 time/batch=1.32s
17511/44874 (epoch 39.023) train_loss=1.27161646 time/batch=0.62s
17512/44874 (epoch 39.025) train_loss=1.42586076 time/batch=1.11s
17513/44874 (epoch 39.027) train_loss=1.39065135 time/batch=1.59s
17514/44874 (epoch 39.029) train_loss=1.43160439 time/batch=1.60s
17515/44874 (epoch 39.032) train_loss=1.39929700 time/batch=0.91s
17516/44874 (epoch 39.034) train_loss=1.26719773 time/batch=0.55s
17517/44874 (epoch 39.036) train_loss=1.40796900 time/batch=0.91s
17518/44874 (epoch 39.038) train_loss=1.25733757 time/batch=0.62s
17519/44874 (epoch 39.040) train_loss=1.39761984 time/batch=1.18s
17520/44874 (epoch 39.043) train_loss=1.41303766 time/batch=1.29s
17521/44874 (epoch 39.045) train_loss=1.23934221 time/batch=0.63s
17522/44874 (epoch 39.047) train_loss=1.27510667 time/batch=0.45s
17523/44874 (epoch 39.049) train_loss=1.30303168 time/batch=0.90s
17524/44874 (epoch 39.052) train_loss=1.28962827 time/batch=0.66s
17525/44874 (epoch 39.054) train_loss=1.26426744 time/batch=0.52s
17526/44874 (epoch 39.056) train_loss=1.29665542 time/batch=0.55s
17527/44874 (epoch 39.058) train_loss=1.23939669 time/batch=0.47s
17528/44874 (epoch 39.060) train_loss=1.41230583 time/batch=1.18s
17529/44874 (epoch 39.063) train_loss=1.34005892 time/batch=0.34s
17530/44874 (epoch 39.065) train_loss=1.29920411 time/batch=0.66s
17531/44874 (epoch 39.067) train_loss=1.47695732 time/batch=1.09s
17532/44874 (epoch 39.069) train_loss=1.29855800 time/batch=0.46s
17533/44874 (epoch 39.072) train_loss=1.29823661 time/batch=0.47s
17534/44874 (epoch 39.074) train_loss=1.32864738 time/batch=0.60s
17535/44874 (epoch 39.076) train_loss=1.37002134 time/batch=1.27s
17536/44874 (epoch 39.078) train_loss=1.48735762 time/batch=1.05s
17537/44874 (epoch 39.081) train_loss=1.40737045 time/batch=0.35s
17538/44874 (epoch 39.083) train_loss=1.24272215 time/batch=0.51s
17539/44874 (epoch 39.085) train_loss=1.39083910 time/batch=0.59s
17540/44874 (epoch 39.087) train_loss=1.48298812 time/batch=1.20s
17541/44874 (epoch 39.089) train_loss=1.36069572 time/batch=0.81s
17542/44874 (epoch 39.092) train_loss=1.37736177 time/batch=0.64s
17543/44874 (epoch 39.094) train_loss=1.30786467 time/batch=0.43s
17544/44874 (epoch 39.096) train_loss=1.32393801 time/batch=0.39s
17545/44874 (epoch 39.098) train_loss=1.40889931 time/batch=0.94s
17546/44874 (epoch 39.101) train_loss=1.27710891 time/batch=0.43s
17547/44874 (epoch 39.103) train_loss=1.24159765 time/batch=0.48s
17548/44874 (epoch 39.105) train_loss=1.33951807 time/batch=0.79s
17549/44874 (epoch 39.107) train_loss=1.35943794 time/batch=0.38s
17550/44874 (epoch 39.110) train_loss=1.31803083 time/batch=0.58s
17551/44874 (epoch 39.112) train_loss=1.37893522 time/batch=0.94s
17552/44874 (epoch 39.114) train_loss=1.45085263 time/batch=0.87s
17553/44874 (epoch 39.116) train_loss=1.50125206 time/batch=0.28s
17554/44874 (epoch 39.118) train_loss=1.33206260 time/batch=0.52s
17555/44874 (epoch 39.121) train_loss=1.34597957 time/batch=0.40s
17556/44874 (epoch 39.123) train_loss=1.24221992 time/batch=0.41s
17557/44874 (epoch 39.125) train_loss=1.39864123 time/batch=0.97s
17558/44874 (epoch 39.127) train_loss=1.36656678 time/batch=0.94s
17559/44874 (epoch 39.130) train_loss=1.36952150 time/batch=1.07s
17560/44874 (epoch 39.132) train_loss=1.26834929 time/batch=0.51s
17561/44874 (epoch 39.134) train_loss=1.43675935 time/batch=0.36s
17562/44874 (epoch 39.136) train_loss=1.32504594 time/batch=0.58s
17563/44874 (epoch 39.138) train_loss=1.41502070 time/batch=0.32s
17564/44874 (epoch 39.141) train_loss=1.35734558 time/batch=0.36s
17565/44874 (epoch 39.143) train_loss=1.35397351 time/batch=0.59s
17566/44874 (epoch 39.145) train_loss=1.56388938 time/batch=0.32s
17567/44874 (epoch 39.147) train_loss=1.37584114 time/batch=0.72s
17568/44874 (epoch 39.150) train_loss=1.26775706 time/batch=0.64s
17569/44874 (epoch 39.152) train_loss=1.33247161 time/batch=0.73s
17570/44874 (epoch 39.154) train_loss=1.30889869 time/batch=0.33s
17571/44874 (epoch 39.156) train_loss=1.34968972 time/batch=0.65s
17572/44874 (epoch 39.159) train_loss=1.26659274 time/batch=0.68s
17573/44874 (epoch 39.161) train_loss=1.35161984 time/batch=0.86s
17574/44874 (epoch 39.163) train_loss=1.37024844 time/batch=0.77s
17575/44874 (epoch 39.165) train_loss=1.28556955 time/batch=0.65s
17576/44874 (epoch 39.167) train_loss=1.39912593 time/batch=0.36s
17577/44874 (epoch 39.170) train_loss=1.31497741 time/batch=0.47s
17578/44874 (epoch 39.172) train_loss=1.23485720 time/batch=0.48s
17579/44874 (epoch 39.174) train_loss=1.36442101 time/batch=0.80s
17580/44874 (epoch 39.176) train_loss=1.31372750 time/batch=0.73s
17581/44874 (epoch 39.179) train_loss=1.38198435 time/batch=0.87s
17582/44874 (epoch 39.181) train_loss=1.36822975 time/batch=0.59s
17583/44874 (epoch 39.183) train_loss=1.27656746 time/batch=0.44s
17584/44874 (epoch 39.185) train_loss=1.34800935 time/batch=0.85s
17585/44874 (epoch 39.188) train_loss=1.46915829 time/batch=1.24s
17586/44874 (epoch 39.190) train_loss=1.30727494 time/batch=0.69s
17587/44874 (epoch 39.192) train_loss=1.30741394 time/batch=0.55s
17588/44874 (epoch 39.194) train_loss=1.39356232 time/batch=1.05s
17589/44874 (epoch 39.196) train_loss=1.41908133 time/batch=1.34s
17590/44874 (epoch 39.199) train_loss=1.30661774 time/batch=0.67s
17591/44874 (epoch 39.201) train_loss=1.41035306 time/batch=1.19s
17592/44874 (epoch 39.203) train_loss=1.33126247 time/batch=0.64s
17593/44874 (epoch 39.205) train_loss=1.36107361 time/batch=0.34s
17594/44874 (epoch 39.208) train_loss=1.28398585 time/batch=0.48s
17595/44874 (epoch 39.210) train_loss=1.29913211 time/batch=0.36s
17596/44874 (epoch 39.212) train_loss=1.25084019 time/batch=0.54s
17597/44874 (epoch 39.214) train_loss=1.31403625 time/batch=0.54s
17598/44874 (epoch 39.216) train_loss=1.30351913 time/batch=0.72s
17599/44874 (epoch 39.219) train_loss=1.50306118 time/batch=1.01s
17600/44874 (epoch 39.221) train_loss=1.42740750 time/batch=1.10s
17601/44874 (epoch 39.223) train_loss=1.36424387 time/batch=0.42s
17602/44874 (epoch 39.225) train_loss=1.28563595 time/batch=0.63s
17603/44874 (epoch 39.228) train_loss=1.32017910 time/batch=0.89s
17604/44874 (epoch 39.230) train_loss=1.42414367 time/batch=1.14s
17605/44874 (epoch 39.232) train_loss=1.41510010 time/batch=0.95s
17606/44874 (epoch 39.234) train_loss=1.37905633 time/batch=0.93s
17607/44874 (epoch 39.237) train_loss=1.28797197 time/batch=0.51s
17608/44874 (epoch 39.239) train_loss=1.32823026 time/batch=0.60s
17609/44874 (epoch 39.241) train_loss=1.46415126 time/batch=1.04s
17610/44874 (epoch 39.243) train_loss=1.30268884 time/batch=0.64s
17611/44874 (epoch 39.245) train_loss=1.25649834 time/batch=0.53s
17612/44874 (epoch 39.248) train_loss=1.28243315 time/batch=0.53s
17613/44874 (epoch 39.250) train_loss=1.44332337 time/batch=0.99s
17614/44874 (epoch 39.252) train_loss=1.27466273 time/batch=0.44s
17615/44874 (epoch 39.254) train_loss=1.33388591 time/batch=0.38s
17616/44874 (epoch 39.257) train_loss=1.19445002 time/batch=0.65s
17617/44874 (epoch 39.259) train_loss=1.32286394 time/batch=0.90s
17618/44874 (epoch 39.261) train_loss=1.30604243 time/batch=0.47s
17619/44874 (epoch 39.263) train_loss=1.37755597 time/batch=0.66s
17620/44874 (epoch 39.265) train_loss=1.34799492 time/batch=0.65s
17621/44874 (epoch 39.268) train_loss=1.41015482 time/batch=0.76s
17622/44874 (epoch 39.270) train_loss=1.34476745 time/batch=0.76s
17623/44874 (epoch 39.272) train_loss=1.28703058 time/batch=0.67s
17624/44874 (epoch 39.274) train_loss=1.32530856 time/batch=0.71s
17625/44874 (epoch 39.277) train_loss=1.39677119 time/batch=0.41s
17626/44874 (epoch 39.279) train_loss=1.40035915 time/batch=1.24s
17627/44874 (epoch 39.281) train_loss=1.38818002 time/batch=0.69s
17628/44874 (epoch 39.283) train_loss=1.48681509 time/batch=0.34s
17629/44874 (epoch 39.286) train_loss=1.39543116 time/batch=1.01s
17630/44874 (epoch 39.288) train_loss=1.27382791 time/batch=0.36s
17631/44874 (epoch 39.290) train_loss=1.24603581 time/batch=0.56s
17632/44874 (epoch 39.292) train_loss=1.33411968 time/batch=0.94s
17633/44874 (epoch 39.294) train_loss=1.41940367 time/batch=0.99s
17634/44874 (epoch 39.297) train_loss=1.32689750 time/batch=0.80s
17635/44874 (epoch 39.299) train_loss=1.43575823 time/batch=1.02s
17636/44874 (epoch 39.301) train_loss=1.33748472 time/batch=0.58s
17637/44874 (epoch 39.303) train_loss=1.31298614 time/batch=0.43s
17638/44874 (epoch 39.306) train_loss=1.30606186 time/batch=0.54s
17639/44874 (epoch 39.308) train_loss=1.25042534 time/batch=0.48s
17640/44874 (epoch 39.310) train_loss=1.24406946 time/batch=0.49s
17641/44874 (epoch 39.312) train_loss=1.33526003 time/batch=0.61s
17642/44874 (epoch 39.315) train_loss=1.36859894 time/batch=0.95s
17643/44874 (epoch 39.317) train_loss=1.24409580 time/batch=0.47s
17644/44874 (epoch 39.319) train_loss=1.41840851 time/batch=1.16s
17645/44874 (epoch 39.321) train_loss=1.27908647 time/batch=0.75s
17646/44874 (epoch 39.323) train_loss=1.40237296 time/batch=0.91s
17647/44874 (epoch 39.326) train_loss=1.31946158 time/batch=0.70s
17648/44874 (epoch 39.328) train_loss=1.25012350 time/batch=0.45s
17649/44874 (epoch 39.330) train_loss=1.33471048 time/batch=0.91s
17650/44874 (epoch 39.332) train_loss=1.34862244 time/batch=0.86s
17651/44874 (epoch 39.335) train_loss=1.43047667 time/batch=0.98s
17652/44874 (epoch 39.337) train_loss=1.35888886 time/batch=0.77s
17653/44874 (epoch 39.339) train_loss=1.31352174 time/batch=0.56s
17654/44874 (epoch 39.341) train_loss=1.30321789 time/batch=0.87s
17655/44874 (epoch 39.343) train_loss=1.47424150 time/batch=1.16s
17656/44874 (epoch 39.346) train_loss=1.37470269 time/batch=0.96s
17657/44874 (epoch 39.348) train_loss=1.33875561 time/batch=0.82s
17658/44874 (epoch 39.350) train_loss=1.36785674 time/batch=0.44s
17659/44874 (epoch 39.352) train_loss=1.32550383 time/batch=0.57s
17660/44874 (epoch 39.355) train_loss=1.42508101 time/batch=1.08s
17661/44874 (epoch 39.357) train_loss=1.30146027 time/batch=0.65s
17662/44874 (epoch 39.359) train_loss=1.33171749 time/batch=0.97s
17663/44874 (epoch 39.361) train_loss=1.20692611 time/batch=0.47s
17664/44874 (epoch 39.364) train_loss=1.28676414 time/batch=0.61s
17665/44874 (epoch 39.366) train_loss=1.34663510 time/batch=0.61s
17666/44874 (epoch 39.368) train_loss=1.39953423 time/batch=0.87s
17667/44874 (epoch 39.370) train_loss=1.28514993 time/batch=0.53s
17668/44874 (epoch 39.372) train_loss=1.36561000 time/batch=0.77s
17669/44874 (epoch 39.375) train_loss=1.33332217 time/batch=0.68s
17670/44874 (epoch 39.377) train_loss=1.33660865 time/batch=0.75s
17671/44874 (epoch 39.379) train_loss=1.33675814 time/batch=0.40s
17672/44874 (epoch 39.381) train_loss=1.25181246 time/batch=0.46s
17673/44874 (epoch 39.384) train_loss=1.39232683 time/batch=1.00s
17674/44874 (epoch 39.386) train_loss=1.35368562 time/batch=0.74s
17675/44874 (epoch 39.388) train_loss=1.30200815 time/batch=0.74s
17676/44874 (epoch 39.390) train_loss=1.31890666 time/batch=0.73s
17677/44874 (epoch 39.393) train_loss=1.22631550 time/batch=0.44s
17678/44874 (epoch 39.395) train_loss=1.37398124 time/batch=0.75s
17679/44874 (epoch 39.397) train_loss=1.24231935 time/batch=0.53s
17680/44874 (epoch 39.399) train_loss=1.31902862 time/batch=0.63s
17681/44874 (epoch 39.401) train_loss=1.30789089 time/batch=0.57s
17682/44874 (epoch 39.404) train_loss=1.39480531 time/batch=0.39s
17683/44874 (epoch 39.406) train_loss=1.35456276 time/batch=0.88s
17684/44874 (epoch 39.408) train_loss=1.44921470 time/batch=1.16s
17685/44874 (epoch 39.410) train_loss=1.31151485 time/batch=0.49s
17686/44874 (epoch 39.413) train_loss=1.24371684 time/batch=0.63s
17687/44874 (epoch 39.415) train_loss=1.34335554 time/batch=0.38s
17688/44874 (epoch 39.417) train_loss=1.40042007 time/batch=0.69s
17689/44874 (epoch 39.419) train_loss=1.40033937 time/batch=0.82s
17690/44874 (epoch 39.421) train_loss=1.34032321 time/batch=0.47s
17691/44874 (epoch 39.424) train_loss=1.37525606 time/batch=0.60s
17692/44874 (epoch 39.426) train_loss=1.31509244 time/batch=0.84s
17693/44874 (epoch 39.428) train_loss=1.36094344 time/batch=0.78s
17694/44874 (epoch 39.430) train_loss=1.27959180 time/batch=0.60s
17695/44874 (epoch 39.433) train_loss=1.24018669 time/batch=0.54s
17696/44874 (epoch 39.435) train_loss=1.33866012 time/batch=0.37s
17697/44874 (epoch 39.437) train_loss=1.33758390 time/batch=0.90s
17698/44874 (epoch 39.439) train_loss=1.31386197 time/batch=0.64s
17699/44874 (epoch 39.442) train_loss=1.25809598 time/batch=0.71s
17700/44874 (epoch 39.444) train_loss=1.44629562 time/batch=1.10s
17701/44874 (epoch 39.446) train_loss=1.28467190 time/batch=0.78s
17702/44874 (epoch 39.448) train_loss=1.26870847 time/batch=0.49s
17703/44874 (epoch 39.450) train_loss=1.41216230 time/batch=0.84s
17704/44874 (epoch 39.453) train_loss=1.33908105 time/batch=0.37s
17705/44874 (epoch 39.455) train_loss=1.33636832 time/batch=0.67s
17706/44874 (epoch 39.457) train_loss=1.37173212 time/batch=0.71s
17707/44874 (epoch 39.459) train_loss=1.33788848 time/batch=0.87s
17708/44874 (epoch 39.462) train_loss=1.28168643 time/batch=0.63s
17709/44874 (epoch 39.464) train_loss=1.36010039 time/batch=0.98s
17710/44874 (epoch 39.466) train_loss=1.35288882 time/batch=0.69s
17711/44874 (epoch 39.468) train_loss=1.30414486 time/batch=0.53s
17712/44874 (epoch 39.471) train_loss=1.31505227 time/batch=0.61s
17713/44874 (epoch 39.473) train_loss=1.22335219 time/batch=0.47s
17714/44874 (epoch 39.475) train_loss=1.36574745 time/batch=0.77s
17715/44874 (epoch 39.477) train_loss=1.26316810 time/batch=0.47s
17716/44874 (epoch 39.479) train_loss=1.27154350 time/batch=0.49s
17717/44874 (epoch 39.482) train_loss=1.41111970 time/batch=0.73s
17718/44874 (epoch 39.484) train_loss=1.40347648 time/batch=0.80s
17719/44874 (epoch 39.486) train_loss=1.25469220 time/batch=0.70s
17720/44874 (epoch 39.488) train_loss=1.34966719 time/batch=0.80s
17721/44874 (epoch 39.491) train_loss=1.30025232 time/batch=0.53s
17722/44874 (epoch 39.493) train_loss=1.26754737 time/batch=0.49s
17723/44874 (epoch 39.495) train_loss=1.25367856 time/batch=0.62s
17724/44874 (epoch 39.497) train_loss=1.26072800 time/batch=0.48s
17725/44874 (epoch 39.499) train_loss=1.32644463 time/batch=0.57s
17726/44874 (epoch 39.502) train_loss=1.24919140 time/batch=0.53s
17727/44874 (epoch 39.504) train_loss=1.35116148 time/batch=0.57s
17728/44874 (epoch 39.506) train_loss=1.31159484 time/batch=0.60s
17729/44874 (epoch 39.508) train_loss=1.39437437 time/batch=0.75s
17730/44874 (epoch 39.511) train_loss=1.30471647 time/batch=0.66s
17731/44874 (epoch 39.513) train_loss=1.33205497 time/batch=0.73s
17732/44874 (epoch 39.515) train_loss=1.36531091 time/batch=0.95s
17733/44874 (epoch 39.517) train_loss=1.31520510 time/batch=0.63s
17734/44874 (epoch 39.520) train_loss=1.32039106 time/batch=0.66s
17735/44874 (epoch 39.522) train_loss=1.35683787 time/batch=0.61s
17736/44874 (epoch 39.524) train_loss=1.26960528 time/batch=0.52s
17737/44874 (epoch 39.526) train_loss=1.26874411 time/batch=0.50s
17738/44874 (epoch 39.528) train_loss=1.29304421 time/batch=0.45s
17739/44874 (epoch 39.531) train_loss=1.34234190 time/batch=0.76s
17740/44874 (epoch 39.533) train_loss=1.41857696 time/batch=0.99s
17741/44874 (epoch 39.535) train_loss=1.32684684 time/batch=1.05s
17742/44874 (epoch 39.537) train_loss=1.31069720 time/batch=0.91s
17743/44874 (epoch 39.540) train_loss=1.36200905 time/batch=0.57s
17744/44874 (epoch 39.542) train_loss=1.26750612 time/batch=0.42s
17745/44874 (epoch 39.544) train_loss=1.25996482 time/batch=0.51s
17746/44874 (epoch 39.546) train_loss=1.28619814 time/batch=0.54s
17747/44874 (epoch 39.549) train_loss=1.35692382 time/batch=0.59s
17748/44874 (epoch 39.551) train_loss=1.28651452 time/batch=0.69s
17749/44874 (epoch 39.553) train_loss=1.21044338 time/batch=0.55s
17750/44874 (epoch 39.555) train_loss=1.22085547 time/batch=0.62s
17751/44874 (epoch 39.557) train_loss=1.27922940 time/batch=0.51s
17752/44874 (epoch 39.560) train_loss=1.38785279 time/batch=0.80s
17753/44874 (epoch 39.562) train_loss=1.34995425 time/batch=0.84s
17754/44874 (epoch 39.564) train_loss=1.32851589 time/batch=0.82s
17755/44874 (epoch 39.566) train_loss=1.20217538 time/batch=0.50s
17756/44874 (epoch 39.569) train_loss=1.34260678 time/batch=0.69s
17757/44874 (epoch 39.571) train_loss=1.23413301 time/batch=0.61s
17758/44874 (epoch 39.573) train_loss=1.34543788 time/batch=0.64s
17759/44874 (epoch 39.575) train_loss=1.29003108 time/batch=0.70s
17760/44874 (epoch 39.577) train_loss=1.23928261 time/batch=0.69s
17761/44874 (epoch 39.580) train_loss=1.37804770 time/batch=0.59s
17762/44874 (epoch 39.582) train_loss=1.32132661 time/batch=0.72s
17763/44874 (epoch 39.584) train_loss=1.27269113 time/batch=0.50s
17764/44874 (epoch 39.586) train_loss=1.50185394 time/batch=1.02s
17765/44874 (epoch 39.589) train_loss=1.27445877 time/batch=0.70s
17766/44874 (epoch 39.591) train_loss=1.32863677 time/batch=0.68s
17767/44874 (epoch 39.593) train_loss=1.36182737 time/batch=0.67s
17768/44874 (epoch 39.595) train_loss=1.43610740 time/batch=0.83s
17769/44874 (epoch 39.598) train_loss=1.28043985 time/batch=0.53s
17770/44874 (epoch 39.600) train_loss=1.30773652 time/batch=0.64s
17771/44874 (epoch 39.602) train_loss=1.24267745 time/batch=0.62s
17772/44874 (epoch 39.604) train_loss=1.33608198 time/batch=0.91s
17773/44874 (epoch 39.606) train_loss=1.33645821 time/batch=0.72s
17774/44874 (epoch 39.609) train_loss=1.22240555 time/batch=0.51s
17775/44874 (epoch 39.611) train_loss=1.26173484 time/batch=0.54s
17776/44874 (epoch 39.613) train_loss=1.39754546 time/batch=0.41s
17777/44874 (epoch 39.615) train_loss=1.30187178 time/batch=0.66s
17778/44874 (epoch 39.618) train_loss=1.28655124 time/batch=0.52s
17779/44874 (epoch 39.620) train_loss=1.28233469 time/batch=0.52s
17780/44874 (epoch 39.622) train_loss=1.20364499 time/batch=0.48s
17781/44874 (epoch 39.624) train_loss=1.23206282 time/batch=0.56s
17782/44874 (epoch 39.627) train_loss=1.33492172 time/batch=0.83s
17783/44874 (epoch 39.629) train_loss=1.24063790 time/batch=0.51s
17784/44874 (epoch 39.631) train_loss=1.31258965 time/batch=0.68s
17785/44874 (epoch 39.633) train_loss=1.34208918 time/batch=0.69s
17786/44874 (epoch 39.635) train_loss=1.29563546 time/batch=0.52s
17787/44874 (epoch 39.638) train_loss=1.32697356 time/batch=0.72s
17788/44874 (epoch 39.640) train_loss=1.37954462 time/batch=0.74s
17789/44874 (epoch 39.642) train_loss=1.35960817 time/batch=0.98s
17790/44874 (epoch 39.644) train_loss=1.29431868 time/batch=0.83s
17791/44874 (epoch 39.647) train_loss=1.41744828 time/batch=0.79s
17792/44874 (epoch 39.649) train_loss=1.31065595 time/batch=0.71s
17793/44874 (epoch 39.651) train_loss=1.22294986 time/batch=0.71s
17794/44874 (epoch 39.653) train_loss=1.32785082 time/batch=0.78s
17795/44874 (epoch 39.655) train_loss=1.25238383 time/batch=0.63s
17796/44874 (epoch 39.658) train_loss=1.32461107 time/batch=0.55s
17797/44874 (epoch 39.660) train_loss=1.20913887 time/batch=0.61s
17798/44874 (epoch 39.662) train_loss=1.21951687 time/batch=0.48s
17799/44874 (epoch 39.664) train_loss=1.36502850 time/batch=0.80s
17800/44874 (epoch 39.667) train_loss=1.35406184 time/batch=0.66s
17801/44874 (epoch 39.669) train_loss=1.31148005 time/batch=0.43s
17802/44874 (epoch 39.671) train_loss=1.31324708 time/batch=0.55s
17803/44874 (epoch 39.673) train_loss=1.35292614 time/batch=0.73s
17804/44874 (epoch 39.676) train_loss=1.24216056 time/batch=0.62s
17805/44874 (epoch 39.678) train_loss=1.20971215 time/batch=0.45s
17806/44874 (epoch 39.680) train_loss=1.23646533 time/batch=0.48s
17807/44874 (epoch 39.682) train_loss=1.25209630 time/batch=0.46s
17808/44874 (epoch 39.684) train_loss=1.31960642 time/batch=0.57s
17809/44874 (epoch 39.687) train_loss=1.34022927 time/batch=0.72s
17810/44874 (epoch 39.689) train_loss=1.25697291 time/batch=0.61s
17811/44874 (epoch 39.691) train_loss=1.28385770 time/batch=0.59s
17812/44874 (epoch 39.693) train_loss=1.22800195 time/batch=0.46s
17813/44874 (epoch 39.696) train_loss=1.25057578 time/batch=0.47s
17814/44874 (epoch 39.698) train_loss=1.34694648 time/batch=0.85s
17815/44874 (epoch 39.700) train_loss=1.30878532 time/batch=0.60s
17816/44874 (epoch 39.702) train_loss=1.34852827 time/batch=0.92s
17817/44874 (epoch 39.705) train_loss=1.23652458 time/batch=0.59s
17818/44874 (epoch 39.707) train_loss=1.30729365 time/batch=0.71s
17819/44874 (epoch 39.709) train_loss=1.35190737 time/batch=0.68s
17820/44874 (epoch 39.711) train_loss=1.29903769 time/batch=0.56s
17821/44874 (epoch 39.713) train_loss=1.31875575 time/batch=0.89s
17822/44874 (epoch 39.716) train_loss=1.20908630 time/batch=0.63s
17823/44874 (epoch 39.718) train_loss=1.37886071 time/batch=0.71s
